# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
50 0.606557 -1.000000 1.367912 102 102 102 1.0
51 0.639344 -1.000000 1.408761 102 102 102 1.0
52 0.672131 -1.000000 1.451760 102 102 102 1.0
53 0.704918 -1.000000 1.496909 102 102 102 1.0
54 0.737705 -1.000000 1.544209 102 102 102 1.0
55 0.770492 -1.000000 1.593658 102 102 102 1.0
56 0.803279 -1.000000 1.645257 102 102 102 1.0
57 0.836066 -1.000000 1.699006 102 102 102 1.0
58 0.868852 -1.000000 1.754905 102 102 102 1.0
59 0.901639 -1.000000 1.812953 102 102 102 1.0
60 0.934426 -1.000000 1.873152 102 102 102 1.0
61 0.967213 -1.000000 1.935501 102 102 102 1.0
62 1.000000 -1.000000 2.000000 102 102 102 1.0
63 -1.000000 -0.967213 1.935501 102 102 102 1.0
64 -0.967213 -0.967213 1.871002 102 102 102 1.0
65 -0.934426 -0.967213 1.808654 102 102 102 1.0
66 -0.901639 -0.967213 1.748455 102 102 102 1.0
67 -0.868852 -0.967213 1.690406 102 102 102 1.0
68 -0.836066 -0.967213 1.634507 102 102 102 1.0
69 -0.803279 -0.967213 1.580758 102 102 102 1.0
70 -0.770492 -0.967213 1.529159 102 102 102 1.0
71 -0.737705 -0.967213 1.479710 102 102 102 1.0
72 -0.704918 -0.967213 1.432411 102 102 102 1.0
73 -0.672131 -0.967213 1.387262 102 102 102 1.0
74 -0.639344 -0.967213 1.344262 102 102 102 1.0
75 -0.606557 -0.967213 1.303413 102 102 102 1.0
76 -0.573770 -0.967213 1.264714 102 102 102 1.0
77 -0.540984 -0.967213 1.228164 102 102 102 1.0
78 -0.508197 -0.967213 1.193765 102 102 102 1.0
79 -0.475410 -0.967213 1.161516 102 102 102 1.0
80 -0.442623 -0.967213 1.131416 102 102 102 1.0
81 -0.409836 -0.967213 1.103467 102 102 102 1.0
82 -0.377049 -0.967213 1.077667 102 102 102 1.0
83 -0.344262 -0.967213 1.054018 102 102 102 1.0
84 -0.311475 -0.967213 1.032518 102 102 102 1.0
85 -0.278689 -0.967213 1.013168 102 102 102 1.0
86 -0.245902 -0.967213 0.995969 102 102 102 1.0
87 -0.213115 -0.967213 0.980919 102 102 102 1.0
88 -0.180328 -0.967213 0.968019 102 102 102 1.0
89 -0.147541 -0.967213 0.957270 102 102 102 1.0
90 -0.114754 -0.967213 0.948670 102 102 102 1.0
91 -0.081967 -0.967213 0.942220 102 102 102 1.0
92 -0.049180 -0.967213 0.937920 102 102 102 1.0
93 -0.016393 -0.967213 0.935770 102 102 102 1.0
94 0.016393 -0.967213 0.935770 102 102 102 1.0
95 0.049180 -0.967213 0.937920 102 102 102 1.0
96 0.081967 -0.967213 0.942220 102 102 102 1.0
97 0.114754 -0.967213 0.948670 102 102 102 1.0
98 0.147541 -0.967213 0.957270 102 102 102 1.0
99 0.180328 -0.967213 0.968019 102 102 102 1.0
100 0.213115 -0.967213 0.980919 102 102 102 1.0
101 0.245902 -0.967213 0.995969 102 102 102 1.0
102 0.278689 -0.967213 1.013168 102 102 102 1.0
103 0.311475 -0.967213 1.032518 102 102 102 1.0
104 0.344262 -0.967213 1.054018 102 102 102 1.0
105 0.377049 -0.967213 1.077667 102 102 102 1.0
106 0.409836 -0.967213 1.103467 102 102 102 1.0
107 0.442623 -0.967213 1.131416 102 102 102 1.0
108 0.475410 -0.967213 1.161516 102 102 102 1.0
109 0.508197 -0.967213 1.193765 102 102 102 1.0
110 0.540984 -0.967213 1.228164 102 102 102 1.0
111 0.573770 -0.967213 1.264714 102 102 102 1.0
112 0.606557 -0.967213 1.303413 102 102 102 1.0
113 0.639344 -0.967213 1.344262 102 102 102 1.0
114 0.672131 -0.967213 1.387262 102 102 102 1.0
115 0.704918 -0.967213 1.432411 102 102 102 1.0
116 0.737705 -0.967213 1.479710 102 102 102 1.0
117 0.770492 -0.967213 1.529159 102 102 102 1.0
118 0.803279 -0.967213 1.580758 102 102 102 1.0
119 0.836066 -0.967213 1.634507 102 102 102 1.0
120 0.868852 -0.967213 1.690406 102 102 102 1.0
121 0.901639 -0.967213 1.748455 102 102 102 1.0
122 0.934426 -0.967213 1.808654 102 102 102 1.0
123 0.967213 -0.967213 1.871002 102 102 102 1.0
124 1.000000 -0.967213 1.935501 102 102 102 1.0
125 -1.000000 -0.934426 1.873152 102 102 102 1.0
126 -0.967213 -0.934426 1.808654 102 102 102 1.0
127 -0.934426 -0.934426 1.746305 102 102 102 1.0
128 -0.901639 -0.934426 1.686106 102 102 102 1.0
129 -0.868852 -0.934426 1.628057 102 102 102 1.0
130 -0.836066 -0.934426 1.572158 102 102 102 1.0
131 -0.803279 -0.934426 1.518409 102 102 102 1.0
132 -0.770492 -0.934426 1.466810 102 102 102 1.0
133 -0.737705 -0.934426 1.417361 102 102 102 1.0
134 -0.704918 -0.934426 1.370062 102 102 102 1.0
135 -0.672131 -0.934426 1.324913 102 102 102 1.0
136 -0.639344 -0.934426 1.281914 102 102 102 1.0
137 -0.606557 -0.934426 1.241064 102 102 102 1.0
138 -0.573770 -0.934426 1.202365 102 102 102 1.0
139 -0.540984 -0.934426 1.165816 102 102 102 1.0
140 -0.508197 -0.934426 1.131416 102 102 102 1.0
141 -0.475410 -0.934426 1.099167 102 102 102 1.0
142 -0.442623 -0.934426 1.069067 102 102 102 1.0
143 -0.409836 -0.934426 1.041118 102 102 102 1.0
144 -0.377049 -0.934426 1.015319 102 102 102 1.0
145 -0.344262 -0.934426 0.991669 102 102 102 1.0
146 -0.311475 -0.934426 0.970169 102 102 102 1.0
147 -0.278689 -0.934426 0.950820 102 102 102 1.0
148 -0.245902 -0.934426 0.933620 102 102 102 1.0
149 -0.213115 -0.934426 0.918570 102 102 102 1.0
150 -0.180328 -0.934426 0.905671 102 102 102 1.0
151 -0.147541 -0.934426 0.894921 102 102 102 1.0
152 -0.114754 -0.934426 0.886321 102 102 102 1.0
153 -0.081967 -0.934426 0.879871 102 102 102 1.0
154 -0.049180 -0.934426 0.875571 102 102 102 1.0
155 -0.016393 -0.934426 0.873421 102 102 102 1.0
156 0.016393 -0.934426 0.873421 102 102 102 1.0
157 0.049180 -0.934426 0.875571 102 102 102 1.0
158 0.081967 -0.934426 0.879871 102 102 102 1.0
159 0.114754 -0.934426 0.886321 102 102 102 1.0
160 0.147541 -0.934426 0.894921 102 102 102 1.0
161 0.180328 -0.934426 0.905671 102 102 102 1.0
162 0.213115 -0.934426 0.918570 102 102 102 1.0
163 0.245902 -0.934426 0.933620 102 102 102 1.0
164 0.278689 -0.934426 0.950820 102 102 102 1.0
165 0.311475 -0.934426 0.970169 102 102 102 1.0
166 0.344262 -0.934426 0.991669 102 102 102 1.0
167 0.377049 -0.934426 1.015319 102 102 102 1.0
168 0.409836 -0.934426 1.041118 102 102 102 1.0
169 0.442623 -0.934426 1.069067 102 102 102 1.0
170 0.475410 -0.934426 1.099167 102 102 102 1.0
171 0.508197 -0.934426 1.131416 102 102 102 1.0
172 0.540984 -0.934426 1.165816 102 102 102 1.0
173 0.573770 -0.934426 1.202365 102 102 102 1.0
174 0.606557 -0.934426 1.241064 102 102 102 1.0
175 0.639344 -0.934426 1.281914 102 102 102 1.0
176 0.672131 -0.934426 1.324913 102 102 102 1.0
177 0.704918 -0.934426 1.370062 102 102 102 1.0
178 0.737705 -0.934426 1.417361 102 102 102 1.0
179 0.770492 -0.934426 1.466810 102 102 102 1.0
180 0.803279 -0.934426 1.518409 102 102 102 1.0
181 0.836066 -0.934426 1.572158 102 102 102 1.0
182 0.868852 -0.934426 1.628057 102 102 102 1.0
183 0.901639 -0.934426 1.686106 102 102 102 1.0
184 0.934426 -0.934426 1.746305 102 102 102 1.0
185 0.967213 -0.934426 1.808654 102 102 102 1.0
186 1.000000 -0.934426 1.873152 102 102 102 1.0
187 -1.000000 -0.901639 1.812953 102 102 102 1.0
188 -0.967213 -0.901639 1.748455 102 102 102 1.0
189 -0.934426 -0.901639 1.686106 102 102 102 1.0
190 -0.901639 -0.901639 1.625907 102 102 102 1.0
191 -0.868852 -0.901639 1.567858 102 102 102 1.0
192 -0.836066 -0.901639 1.511959 102 102 102 1.0
193 -0.803279 -0.901639 1.458210 102 102 102 1.0
194 -0.770492 -0.901639 1.406611 102 102 102 1.0
195 -0.737705 -0.901639 1.357162 102 102 102 1.0
196 -0.704918 -0.901639 1.309863 102 102 102 1.0
197 -0.672131 -0.901639 1.264714 102 102 102 1.0
198 -0.639344 -0.901639 1.221715 102 102 102 1.0
199 -0.606557 -0.901639 1.180865 102 102 102 1.0
200 -0.573770 -0.901639 1.142166 102 102 102 1.0
201 -0.540984 -0.901639 1.105617 102 102 102 1.0
202 -0.508197 -0.901639 1.071217 102 102 102 1.0
203 -0.475410 -0.901639 1.038968 102 102 102 1.0
204 -0.442623 -0.901639 1.008869 102 102 102 1.0
205 -0.409836 -0.901639 0.980919 102 102 102 1.0
206 -0.377049 -0.901639 0.955120 102 102 102 1.0
207 -0.344262 -0.901639 0.931470 102 102 102 1.0
208 -0.311475 -0.901639 0.909970 102 102 102 1.0
209 -0.278689 -0.901639 0.890621 102 102 102 1.0
210 -0.245902 -0.901639 0.873421 102 102 102 1.0
211 -0.213115 -0.901639 0.858371 102 102 102 1.0
212 -0.180328 -0.901639 0.845472 102 102 102 1.0
213 -0.147541 -0.901639 0.834722 102 102 102 1.0
214 -0.114754 -0.901639 0.826122 102 102 102 1.0
215 -0.081967 -0.901639 0.819672 102 102 102 1.0
216 -0.049180 -0.901639 0.815372 102 102 102 1.0
217 -0.016393 -0.901639 0.813222 102 102 102 1.0
218 0.016393 -0.901639 0.813222 102 102 102 1.0
219 0.049180 -0.901639 0.815372 102 102 102 1.0
220 0.081967 -0.901639 0.819672 102 102 102 1.0
221 0.114754 -0.901639 0.826122 102 102 102 1.0
222 0.147541 -0.901639 0.834722 102 102 102 1.0
223 0.180328 -0.901639 0.845472 102 102 102 1.0
224 0.213115 -0.901639 0.858371 102 102 102 1.0
225 0.245902 -0.901639 0.873421 102 102 102 1.0
226 0.278689 -0.901639 0.890621 102 102 102 1.0
227 0.311475 -0.901639 0.909970 102 102 102 1.0
228 0.344262 -0.901639 0.931470 102 102 102 1.0
229 0.377049 -0.901639 0.955120 102 102 102 1.0
230 0.409836 -0.901639 0.980919 102 102 102 1.0
231 0.442623 -0.901639 1.008869 102 102 102 1.0
232 0.475410 -0.901639 1.038968 102 102 102 1.0
233 0.508197 -0.901639 1.071217 102 102 102 1.0
234 0.540984 -0.901639 1.105617 102 102 102 1.0
235 0.573770 -0.901639 1.142166 102 102 102 1.0
236 0.606557 -0.901639 1.180865 102 102 102 1.0
237 0.639344 -0.901639 1.221715 102 102 102 1.0
238 0.672131 -0.901639 1.264714 102 102 102 1.0
239 0.704918 -0.901639 1.309863 102 102 102 1.0
240 0.737705 -0.901639 1.357162 102 102 102 1.0
241 0.770492 -0.901639 1.406611 102 102 102 1.0
242 0.803279 -0.901639 1.458210 102 102 102 1.0
243 0.836066 -0.901639 1.511959 102 102 102 1.0
244 0.868852 -0.901639 1.567858 102 102 102 1.0
245 0.901639 -0.901639 1.625907 102 102 102 1.0
246 0.934426 -0.901639 1.686106 102 102 102 1.0
247 0.967213 -0.901639 1.748455 102 102 102 1.0
248 1.000000 -0.901639 1.812953 102 102 102 1.0
249 -1.000000 -0.868852 1.754905 102 102 102 1.0
250 -0.967213 -0.868852 1.690406 102 102 102 1.0
251 -0.934426 -0.868852 1.628057 102 102 102 1.0
252 -0.901639 -0.868852 1.567858 102 102 102 1.0
253 -0.868852 -0.868852 1.509809 102 102 102 1.0
254 -0.836066 -0.868852 1.453910 102 102 102 1.0
255 -0.803279 -0.868852 1.400161 102 102 102 1.0
256 -0.770492 -0.868852 1.348562 102 102 102 1.0
257 -0.737705 -0.868852 1.299113 102 102 102 1.0
258 -0.704918 -0.868852 1.251814 102 102 102 1.0
259 -0.672131 -0.868852 1.206665 102 102 102 1.0
260 -0.639344 -0.868852 1.163666 102 102 102 1.0
261 -0.606557 -0.868852 1.122816 102 102 102 1.0
262 -0.573770 -0.868852 1.084117 102 102 102 1.0
263 -0.540984 -0.868852 1.047568 102 102 102 1.0
264 -0.508197 -0.868852 1.013168 102 102 102 1.0
265 -0.475410 -0.868852 0.980919 102 102 102 1.0
266 -0.442623 -0.868852 0.950820 102 102 102 1.0
267 -0.409836 -0.868852 0.922870 102 102 102 1.0
268 -0.377049 -0.868852 0.897071 102 102 102 1.0
269 -0.344262 -0.868852 0.873421 102 102 102 1.0
270 -0.311475 -0.868852 0.851921 102 102 102 1.0
271 -0.278689 -0.868852 0.832572 102 102 102 1.0
272 -0.245902 -0.868852 0.815372 102 102 102 1.0
273 -0.213115 -0.868852 0.800322 102 102 102 1.0
274 -0.180328 -0.868852 0.787423 102 102 102 1.0
275 -0.147541 -0.868852 0.776673 102 102 102 1.0
276 -0.114754 -0.868852 0.768073 102 102 102 1.0
277 -0.081967 -0.868852 0.761623 102 102 102 1.0
278 -0.049180 -0.868852 0.757323 102 102 102 1.0
279 -0.016393 -0.868852 0.755173 102 102 102 1.0
280 0.016393 -0.868852 0.755173 102 102 102 1.0
281 0.049180 -0.868852 0.757323 102 102 102 1.0
282 0.081967 -0.868852 0.761623 102 102 102 1.0
283 0.114754 -0.868852 0.768073 102 102 102 1.0
284 0.147541 -0.868852 0.776673 102 102 102 1.0
285 0.180328 -0.868852 0.787423 102 102 102 1.0
286 0.213115 -0.868852 0.800322 102 102 102 1.0
287 0.245902 -0.868852 0.815372 102 102 102 1.0
288 0.278689 -0.868852 0.832572 102 102 102 1.0
289 0.311475 -0.868852 0.851921 102 102 102 1.0
290 0.344262 -0.868852 0.873421 102 102 102 1.0
291 0.377049 -0.868852 0.897071 102 102 102 1.0
292 0.409836 -0.868852 0.922870 102 102 102 1.0
293 0.442623 -0.868852 0.950820 102 102 102 1.0
294 0.475410 -0.868852 0.980919 102 102 102 1.0
295 0.508197 -0.868852 1.013168 102 102 102 1.0
296 0.540984 -0.868852 1.047568 102 102 102 1.0
297 0.573770 -0.868852 1.084117 102 102 102 1.0
298 0.606557 -0.868852 1.122816 102 102 102 1.0
299 0.639344 -0.868852 1.163666 102 102 102 1.0
300 0.672131 -0.868852 1.206665 102 102 102 1.0
301 0.704918 -0.868852 1.251814 102 102 102 1.0
302 0.737705 -0.868852 1.299113 102 102 102 1.0
303 0.770492 -0.868852 1.348562 102 102 102 1.0
304 0.803279 -0.868852 1.400161 102 102 102 1.0
305 0.836066 -0.868852 1.453910 102 102 102 1.0
306 0.868852 -0.868852 1.509809 102 102 102 1.0
307 0.901639 -0.868852 1.567858 102 102 102 1.0
308 0.934426 -0.868852 1.628057 102 102 102 1.0
309 0.967213 -0.868852 1.690406 102 102 102 1.0
310 1.000000 -0.868852 1.754905 102 102 102 1.0
311 -1.000000 -0.836066 1.699006 102 102 102 1.0
312 -0.967213 -0.836066 1.634507 102 102 102 1.0
313 -0.934426 -0.836066 1.572158 102 102 102 1.0
314 -0.901639 -0.836066 1.511959 102 102 102 1.0
315 -0.868852 -0.836066 1.453910 102 102 102 1.0
316 -0.836066 -0.836066 1.398011 102 102 102 1.0
317 -0.803279 -0.836066 1.344262 102 102 102 1.0
318 -0.770492 -0.836066 1.292663 102 102 102 1.0
319 -0.737705 -0.836066 1.243214 102 102 102 1.0
320 -0.704918 -0.836066 1.195915 102 102 102 1.0
321 -0.672131 -0.836066 1.150766 102 102 102 1.0
322 -0.639344 -0.836066 1.107767 102 102 102 1.0
323 -0.606557 -0.836066 1.066918 102 102 102 1.0
324 -0.573770 -0.836066 1.028218 102 102 102 1.0
325 -0.540984 -0.836066 0.991669 102 102 102 1.0
326 -0.508197 -0.836066 0.957270 102 102 102 1.0
327 -0.475410 -0.836066 0.925020 102 102 102 1.0
328 -0.442623 -0.836066 0.894921 102 102 102 1.0
329 -0.409836 -0.836066 0.866971 102 102 102 1.0
330 -0.377049 -0.836066 0.841172 102 102 102 1.0
331 -0.344262 -0.836066 0.817522 102 102 102 1.0
332 -0.311475 -0.836066 0.796023 102 102 102 1.0
333 -0.278689 -0.836066 0.776673 102 102 102 1.0
334 -0.245902 -0.836066 0.759473 102 102 102 1.0
335 -0.213115 -0.836066 0.744424 102 102 102 1.0
336 -0.180328 -0.836066 0.731524 102 102 102 1.0
337 -0.147541 -0.836066 0.720774 102 102 102 1.0
338 -0.114754 -0.836066 0.712174 102 102 102 1.0
339 -0.081967 -0.836066 0.705724 102 102 102 1.0
340 -0.049180 -0.836066 0.701424 102 102 102 1.0
341 -0.016393 -0.836066 0.699274 102 102 102 1.0
342 0.016393 -0.836066 0.699274 102 102 102 1.0
343 0.049180 -0.836066 0.701424 102 102 102 1.0
344 0.081967 -0.836066 0.705724 102 102 102 1.0
345 0.114754 -0.836066 0.712174 102 102 102 1.0
346 0.147541 -0.836066 0.720774 102 102 102 1.0
347 0.180328 -0.836066 0.731524 102 102 102 1.0
348 0.213115 -0.836066 0.744424 102 102 102 1.0
349 0.245902 -0.836066 0.759473 102 102 102 1.0
350 0.278689 -0.836066 0.776673 102 102 102 1.0
351 0.311475 -0.836066 0.796023 102 102 102 1.0
352 0.344262 -0.836066 0.817522 102 102 102 1.0
353 0.377049 -0.836066 0.841172 102 102 102 1.0
354 0.409836 -0.836066 0.866971 102 102 102 1.0
355 0.442623 -0.836066 0.894921 102 102 102 1.0
356 0.475410 -0.836066 0.925020 102 102 102 1.0
357 0.508197 -0.836066 0.957270 102 102 102 1.0
358 0.540984 -0.836066 0.991669 102 102 102 1.0
359 0.573770 -0.836066 1.028218 102 102 102 1.0
360 0.606557 -0.836066 1.066918 102 102 102 1.0
361 0.639344 -0.836066 1.107767 102 102 102 1.0
362 0.672131 -0.836066 1.150766 102 102 102 1.0
363 0.704918 -0.836066 1.195915 102 102 102 1.0
364 0.737705 -0.836066 1.243214 102 102 102 1.0
365 0.770492 -0.836066 1.292663 102 102 102 1.0
366 0.803279 -0.836066 1.344262 102 102 102 1.0
367 0.836066 -0.836066 1.398011 102 102 102 1.0
368 0.868852 -0.836066 1.453910 102 102 102 1.0
369 0.901639 -0.836066 1.511959 102 102 102 1.0
370 0.934426 -0.836066 1.572158 102 102 102 1.0
371 0.967213 -0.836066 1.634507 102 102 102 1.0
372 1.000000 -0.836066 1.699006 102 102 102 1.0
373 -1.000000 -0.803279 1.645257 102 102 102 1.0
374 -0.967213 -0.803279 1.580758 102 102 102 1.0
375 -0.934426 -0.803279 1.518409 102 102 102 1.0
376 -0.901639 -0.803279 1.458210 102 102 102 1.0
377 -0.868852 -0.803279 1.400161 102 102 102 1.0
378 -0.836066 -0.803279 1.344262 102 102 102 1.0
379 -0.803279 -0.803279 1.290513 102 102 102 1.0
380 -0.770492 -0.803279 1.238914 102 102 102 1.0
381 -0.737705 -0.803279 1.189465 102 102 102 1.0
382 -0.704918 -0.803279 1.142166 102 102 102 1.0
383 -0.672131 -0.803279 1.097017 102 102 102 1.0
384 -0.639344 -0.803279 1.054018 102 102 102 1.0
385 -0.606557 -0.803279 1.013168 102 102 102 1.0
386 -0.573770 -0.803279 0.974469 102 102 102 1.0
387 -0.540984 -0.803279 0.937920 102 102 102 1.0
388 -0.508197 -0.803279 0.903521 102 102 102 1.0
389 -0.475410 -0.803279 0.871271 102 102 102 1.0
390 -0.442623 -0.803279 0.841172 102 102 102 1.0
391 -0.409836 -0.803279 0.813222 102 102 102 1.0
392 -0.377049 -0.803279 0.787423 102 102 102 1.0
393 -0.344262 -0.803279 0.763773 102 102 102 1.0
394 -0.311475 -0.803279 0.742274 102 102 102 1.0
395 -0.278689 -0.803279 0.722924 102 102 102 1.0
396 -0.245902 -0.803279 0.705724 102 102 102 1.0
397 -0.213115 -0.803279 0.690675 102 102 102 1.0
398 -0.180328 -0.803279 0.677775 102 102 102 1.0
399 -0.147541 -0.803279 0.667025 102 102 102 1.0
400 -0.114754 -0.803279 0.658425 102 102 102 1.0
401 -0.081967 -0.803279 0.651975 102 102 102 1.0
402 -0.049180 -0.803279 0.647675 102 102 102 1.0
403 -0.016393 -0.803279 0.645525 102 102 102 1.0
404 0.016393 -0.803279 0.645525 102 102 102 1.0
405 0.049180 -0.803279 0.647675 102 102 102 1.0
406 0.081967 -0.803279 0.651975 102 102 102 1.0
407 0.114754 -0.803279 0.658425 102 102 102 1.0
408 0.147541 -0.803279 0.667025 102 102 102 1.0
409 0.180328 -0.803279 0.677775 102 102 102 1.0
410 0.213115 -0.803279 0.690675 102 102 102 1.0
411 0.245902 -0.803279 0.705724 102 102 102 1.0
412 0.278689 -0.803279 0.722924 102 102 102 1.0
413 0.311475 -0.803279 0.742274 102 102 102 1.0
414 0.344262 -0.803279 0.763773 102 102 102 1.0
415 0.377049 -0.803279 0.787423 102 102 102 1.0
416 0.409836 -0.803279 0.813222 102 102 102 1.0
417 0.442623 -0.803279 0.841172 102 102 102 1.0
418 0.475410 -0.803279 0.871271 102 102 102 1.0
419 0.508197 -0.803279 0.903521 102 102 102 1.0
420 0.540984 -0.803279 0.937920 102 102 102 1.0
421 0.573770 -0.803279 0.974469 102 102 102 1.0
422 0.606557 -0.803279 1.013168 102 102 102 1.0
423 0.639344 -0.803279 1.054018 102 102 102 1.0
424 0.672131 -0.803279 1.097017 102 102 102 1.0
425 0.704918 -0.803279 1.142166 102 102 102 1.0
426 0.737705 -0.803279 1.189465 102 102 102 1.0
427 0.770492 -0.803279 1.238914 102 102 102 1.0
428 0.803279 -0.803279 1.290513 102 102 102 1.0
429 0.836066 -0.803279 1.344262 102 102 102 1.0
430 0.868852 -0.803279 1.400161 102 102 102 1.0
431 0.901639 -0.803279 1.458210 102 102 102 1.0
432 0.934426 -0.803279 1.518409 102 102 102 1.0
433 0.967213 -0.803279 1.580758 102 102 102 1.0
434 1.000000 -0.803279 1.645257 102 102 102 1.0
435 -1.000000 -0.770492 1.593658 102 102 102 1.0
436 -0.967213 -0.770492 1.529159 102 102 102 1.0
437 -0.934426 -0.770492 1.466810 102 102 102 1.0
438 -0.901639 -0.770492 1.406611 102 102 102 1.0
439 -0.868852 -0.770492 1.348562 102 102 102 1.0
440 -0.836066 -0.770492 1.292663 102 102 102 1.0
441 -0.803279 -0.770492 1.238914 102 102 102 1.0
442 -0.770492 -0.770492 1.187315 102 102 102 1.0
443 -0.737705 -0.770492 1.137866 102 102 102 1.0
444 -0.704918 -0.770492 1.090567 102 102 102 1.0
445 -0.672131 -0.770492 1.045418 102 102 102 1.0
446 -0.639344 -0.770492 1.002419 102 102 102 1.0
447 -0.606557 -0.770492 0.961569 102 102 102 1.0
448 -0.573770 -0.770492 0.922870 102 102 102 1.0
449 -0.540984 -0.770492 0.886321 102 102 102 1.0
450 -0.508197 -0.770492 0.851921 102 102 102 1.0
451 -0.475410 -0.770492 0.819672 102 102 102 1.0
452 -0.442623 -0.770492 0.789573 102 102 102 1.0
453 -0.409836 -0.770492 0.761623 102 102 102 1.0
454 -0.377049 -0.770492 0.735824 102 102 102 1.0
455 -0.344262 -0.770492 0.712174 102 102 102 1.0
456 -0.311475 -0.770492 0.690675 102 102 102 1.0
457 -0.278689 -0.770492 0.671325 102 102 102 1.0
458 -0.245902 -0.770492 0.654125 102 102 102 1.0
459 -0.213115 -0.770492 0.639076 102 102 102 1.0
460 -0.180328 -0.770492 0.626176 102 102 102 1.0
461 -0.147541 -0.770492 0.615426 102 102 102 1.0
462 -0.114754 -0.770492 0.606826 102 102 102 1.0
463 -0.081967 -0.770492 0.600376 102 102 102 1.0
464 -0.049180 -0.770492 0.596076 102 102 102 1.0
465 -0.016393 -0.770492 0.593926 102 102 102 1.0
466 0.016393 -0.770492 0.593926 102 102 102 1.0
467 0.049180 -0.770492 0.596076 102 102 102 1.0
468 0.081967 -0.770492 0.600376 102 102 102 1.0
469 0.114754 -0.770492 0.606826 102 102 102 1.0
470 0.147541 -0.770492 0.615426 102 102 102 1.0
471 0.180328 -0.770492 0.626176 102 102 102 1.0
472 0.213115 -0.770492 0.639076 102 102 102 1.0
473 0.245902 -0.770492 0.654125 102 102 102 1.0
474 0.278689 -0.770492 0.671325 102 102 102 1.0
475 0.311475 -0.770492 0.690675 102 102 102 1.0
476 0.344262 -0.770492 0.712174 102 102 102 1.0
477 0.377049 -0.770492 0.735824 102 102 102 1.0
478 0.409836 -0.770492 0.761623 102 102 102 1.0
479 0.442623 -0.770492 0.789573 102 102 102 1.0
480 0.475410 -0.770492 0.819672 102 102 102 1.0
481 0.508197 -0.770492 0.851921 102 102 102 1.0
482 0.540984 -0.770492 0.886321 102 102 102 1.0
483 0.573770 -0.770492 0.922870 102 102 102 1.0
484 0.606557 -0.770492 0.961569 102 102 102 1.0
485 0.639344 -0.770492 1.002419 102 102 102 1.0
486 0.672131 -0.770492 1.045418 102 102 102 1.0
487 0.704918 -0.770492 1.090567 102 102 102 1.0
