# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
57 -0.466934 -1.000000 -0.781973 102 102 102 1.0
58 -0.362725 -0.839679 -0.573492 102 102 102 1.0
59 0.519038 -0.130261 0.252433 102 102 102 1.0
60 -0.799599 0.474950 0.413781 102 102 102 1.0
61 -0.963928 -0.402806 0.766905 102 102 102 1.0
62 -0.238477 0.286573 -0.025253 102 102 102 1.0
63 0.963928 0.066132 0.924783 102 102 102 1.0
64 0.511022 -0.222445 0.211662 102 102 102 1.0
65 -0.811623 0.186373 0.623998 102 102 102 1.0
66 -0.074148 0.482966 -0.227758 102 102 102 1.0
67 0.571142 -0.771543 -0.269075 102 102 102 1.0
68 -0.935872 0.783567 0.261878 102 102 102 1.0
69 -0.190381 -0.987976 -0.939852 102 102 102 1.0
70 -0.098196 0.523046 -0.263935 102 102 102 1.0
71 -0.386774 0.963928 -0.779563 102 102 102 1.0
72 -0.402806 0.711423 -0.343870 102 102 102 1.0
73 -0.855711 -0.963928 -0.196915 102 102 102 1.0
74 -0.751503 -0.262525 0.495837 102 102 102 1.0
75 0.667335 -0.098196 0.435693 102 102 102 1.0
76 -0.587174 -0.250501 0.282023 102 102 102 1.0
77 -0.006012 0.438878 -0.192578 102 102 102 1.0
78 0.755511 -0.843687 -0.141011 102 102 102 1.0
79 0.094188 0.543086 -0.286071 102 102 102 1.0
80 0.014028 0.831663 -0.691467 102 102 102 1.0
81 0.338677 0.242485 0.055903 102 102 102 1.0
82 0.250501 -0.294589 -0.024032 102 102 102 1.0
83 -0.703407 0.871744 -0.265156 102 102 102 1.0
84 -0.318637 -0.771543 -0.493749 102 102 102 1.0
85 -0.434870 0.314629 0.090120 102 102 102 1.0
86 0.398798 -0.410822 -0.009735 102 102 102 1.0
87 -0.511022 -0.623246 -0.127293 102 102 102 1.0
88 0.959920 -0.839679 0.216385 102 102 102 1.0
89 -0.891784 -0.759519 0.218409 102 102 102 1.0
90 -0.559118 0.046092 0.310489 102 102 102 1.0
91 0.322645 0.627254 -0.289348 102 102 102 1.0
92 -0.527054 -0.406814 0.112289 102 102 102 1.0
93 -0.535070 0.154309 0.262489 102 102 102 1.0
94 0.306613 0.855711 -0.638230 102 102 102 1.0
95 0.659319 0.523046 0.161124 102 102 102 1.0
96 -0.891784 -0.655311 0.365846 102 102 102 1.0
97 -0.238477 -0.434870 -0.132240 102 102 102 1.0
98 0.122244 -0.474950 -0.210634 102 102 102 1.0
99 -0.358717 -0.763527 -0.454295 102 102 102 1.0
100 -0.038076 -0.434870 -0.187662 102 102 102 1.0
101 0.102204 -0.947896 -0.888061 102 102 102 1.0
102 0.050100 0.583166 -0.337573 102 102 102 1.0
103 0.859719 -0.318637 0.637588 102 102 102 1.0
104 -0.823647 0.947896 -0.220112 102 102 102 1.0
105 0.779559 -0.346693 0.487516 102 102 102 1.0
106 0.591182 -0.114228 0.336448 102 102 102 1.0
107 -0.350701 -0.951904 -0.783129 102 102 102 1.0
108 -0.186373 -0.234469 -0.020241 102 102 102 1.0
109 0.026052 0.923848 -0.852816 102 102 102 1.0
110 -0.038076 -0.663327 -0.438552 102 102 102 1.0
111 0.070140 0.286573 -0.077205 102 102 102 1.0
112 0.775551 0.515030 0.336224 102 102 102 1.0
113 -0.547094 -0.951904 -0.606809 102 102 102 1.0
114 -0.731463 -0.747495 -0.023711 102 102 102 1.0
115 0.747495 -0.354709 0.432930 102 102 102 1.0
116 0.410822 -0.030060 0.167871 102 102 102 1.0
117 -0.306613 -0.054108 0.091084 102 102 102 1.0
118 -0.535070 0.931864 -0.582070 102 102 102 1.0
119 0.731463 -0.647295 0.116048 102 102 102 1.0
120 -0.254509 0.146293 0.043373 102 102 102 1.0
121 0.875751 -0.286573 0.684817 102 102 102 1.0
122 0.370741 0.879759 -0.636528 102 102 102 1.0
123 -0.406814 -0.310621 0.069012 102 102 102 1.0
124 0.478958 0.891784 -0.565877 102 102 102 1.0
125 0.627254 0.434870 0.204337 102 102 102 1.0
126 0.298597 -0.318637 -0.012369 102 102 102 1.0
127 -0.775551 -0.871744 -0.158457 102 102 102 1.0
128 0.527054 -0.851703 -0.447613 102 102 102 1.0
129 -0.803607 0.234469 0.590809 102 102 102 1.0
130 -0.066132 -0.234469 -0.050602 102 102 102 1.0
131 0.775551 0.899800 -0.208160 102 102 102 1.0
132 0.711423 -0.655311 0.076690 102 102 102 1.0
133 -0.018036 0.422846 -0.178473 102 102 102 1.0
134 -0.559118 -0.338677 0.197911 102 102 102 1.0
135 -0.871744 -0.082164 0.753186 102 102 102 1.0
136 0.871744 -0.438878 0.567323 102 102 102 1.0
137 0.454910 -0.811623 -0.451789 102 102 102 1.0
138 0.919840 0.358717 0.717427 102 102 102 1.0
139 -0.318637 -0.058116 0.098152 102 102 102 1.0
140 -0.803607 0.414830 0.473701 102 102 102 1.0
141 -0.523046 0.623246 -0.114859 102 102 102 1.0
142 0.170341 0.815631 -0.636238 102 102 102 1.0
143 -0.414830 0.246493 0.111325 102 102 102 1.0
144 0.238477 0.675351 -0.399227 102 102 102 1.0
145 0.959920 -0.911824 0.090024 102 102 102 1.0
146 -0.967936 -0.342685 0.819467 102 102 102 1.0
147 0.703407 -0.791583 -0.131823 102 102 102 1.0
148 0.382766 0.935872 -0.729346 102 102 102 1.0
149 0.294589 -0.282565 0.006940 102 102 102 1.0
150 -0.294589 0.114228 0.073735 102 102 102 1.0
151 0.735471 0.707415 0.040482 102 102 102 1.0
152 -0.887776 0.843687 0.076337 102 102 102 1.0
153 -0.094188 -0.963928 -0.920285 102 102 102 1.0
154 -0.695391 0.707415 -0.016867 102 102 102 1.0
155 0.967936 -0.026052 0.936221 102 102 102 1.0
156 -0.635271 -0.106212 0.392288 102 102 102 1.0
157 -0.595190 -0.663327 -0.085751 102 102 102 1.0
158 -0.971944 0.110220 0.932526 102 102 102 1.0
159 -0.623246 -0.823647 -0.289959 102 102 102 1.0
160 -0.146293 -0.162325 -0.004948 102 102 102 1.0
161 0.983968 0.278557 0.890599 102 102 102 1.0
162 0.615230 0.374750 0.238071 102 102 102 1.0
163 0.242485 -0.034068 0.057638 102 102 102 1.0
164 0.190381 0.182365 0.002988 102 102 102 1.0
165 -0.446894 -0.286573 0.117590 102 102 102 1.0
166 -0.795591 0.482966 0.399709 102 102 102 1.0
167 0.138277 0.070140 0.014201 102 102 102 1.0
168 -0.462926 0.875751 -0.552640 102 102 102 1.0
169 -0.951904 0.470942 0.684335 102 102 102 1.0
170 0.246493 -0.050100 0.058249 102 102 102 1.0
171 -0.294589 0.082164 0.080032 102 102 102 1.0
172 0.478958 -0.338677 0.114698 102 102 102 1.0
173 0.987976 -0.587174 0.631323 102 102 102 1.0
174 -0.046092 -0.827655 -0.682889 102 102 102 1.0
175 0.162325 -0.547094 -0.272963 102 102 102 1.0
176 -0.507014 0.186373 0.222328 102 102 102 1.0
177 0.835671 0.719439 0.180754 102 102 102 1.0
178 -0.659319 0.659319 0.000000 102 102 102 1.0
179 0.795591 0.543086 0.338023 102 102 102 1.0
180 -0.847695 0.010020 0.718487 102 102 102 1.0
181 -0.058116 0.711423 -0.502745 102 102 102 1.0
182 -0.507014 -0.226453 0.205782 102 102 102 1.0
183 0.775551 0.803607 -0.044305 102 102 102 1.0
184 0.490982 -0.619238 -0.142393 102 102 102 1.0
185 -0.394790 0.671343 -0.294842 102 102 102 1.0
186 0.531062 -0.991984 -0.702005 102 102 102 1.0
187 -0.963928 0.150301 0.906567 102 102 102 1.0
188 -0.659319 0.170341 0.405685 102 102 102 1.0
189 -0.667335 0.174349 0.414938 102 102 102 1.0
190 -0.939880 -0.370741 0.745925 102 102 102 1.0
191 0.014028 -0.382766 -0.146313 102 102 102 1.0
192 0.134269 0.390782 -0.134682 102 102 102 1.0
193 0.130261 -0.811623 -0.641764 102 102 102 1.0
194 -0.438878 -0.490982 -0.048450 102 102 102 1.0
195 -0.174349 0.823647 -0.647997 102 102 102 1.0
196 -0.338677 0.819639 -0.557106 102 102 102 1.0
197 -0.859719 0.595190 0.384866 102 102 102 1.0
198 0.186373 0.691383 -0.443275 102 102 102 1.0
199 -0.619238 0.046092 0.381332 102 102 102 1.0
200 0.454910 -0.911824 -0.624479 102 102 102 1.0
201 -0.202405 -0.551102 -0.262746 102 102 102 1.0
202 -0.242485 0.807615 -0.593443 102 102 102 1.0
203 -0.787575 -0.883768 -0.160770 102 102 102 1.0
204 0.883768 -0.771543 0.185766 102 102 102 1.0
205 -0.987976 -0.651303 0.551901 102 102 102 1.0
206 0.743487 -0.242485 0.493974 102 102 102 1.0
207 -0.751503 -0.635271 0.161188 102 102 102 1.0
208 -0.995992 -0.254509 0.927225 102 102 102 1.0
209 -0.627254 -0.278557 0.315854 102 102 102 1.0
210 -0.923848 -0.567134 0.531853 102 102 102 1.0
211 0.851703 0.983968 -0.242794 102 102 102 1.0
212 0.911824 -0.931864 -0.036948 102 102 102 1.0
213 0.298597 -0.775551 -0.512319 102 102 102 1.0
214 0.707415 -0.098196 0.490793 102 102 102 1.0
215 0.214429 -0.587174 -0.298794 102 102 102 1.0
216 -0.851703 0.494990 0.480384 102 102 102 1.0
217 -0.971944 -0.266533 0.873635 102 102 102 1.0
218 0.839679 0.026052 0.704383 102 102 102 1.0
219 0.595190 -0.951904 -0.551869 102 102 102 1.0
220 -0.114228 0.178357 -0.018763 102 102 102 1.0
221 0.927856 0.498998 0.611917 102 102 102 1.0
222 -0.591182 -0.523046 0.075919 102 102 102 1.0
223 -0.951904 0.779559 0.298408 102 102 102 1.0
224 -0.511022 -0.903808 -0.555725 102 102 102 1.0
225 0.551102 -0.723447 -0.219662 102 102 102 1.0
226 -0.527054 -0.254509 0.213011 102 102 102 1.0
227 -0.382766 0.715431 -0.365332 102 102 102 1.0
228 -0.462926 -0.338677 0.099598 102 102 102 1.0
229 -0.647295 0.911824 -0.412432 102 102 102 1.0
230 0.575150 -0.326653 0.224095 102 102 102 1.0
231 0.014028 -0.811623 -0.658535 102 102 102 1.0
232 0.066132 0.138277 -0.014747 102 102 102 1.0
233 0.527054 -0.967936 -0.659114 102 102 102 1.0
234 0.258517 0.054108 0.063903 102 102 102 1.0
235 0.318637 -0.675351 -0.354569 102 102 102 1.0
236 -0.643287 0.635271 0.010249 102 102 102 1.0
237 -0.470942 -0.635271 -0.181782 102 102 102 1.0
238 0.458918 -0.390782 0.057895 102 102 102 1.0
239 0.507014 -0.667335 -0.188272 102 102 102 1.0
240 -0.406814 0.418838 -0.009928 102 102 102 1.0
241 -0.250501 -0.987976 -0.913346 102 102 102 1.0
242 0.390782 -0.074148 0.147212 102 102 102 1.0
243 -0.042084 0.527054 -0.276015 102 102 102 1.0
244 0.306613 -0.234469 0.039036 102 102 102 1.0
245 0.567134 0.230461 0.268529 102 102 102 1.0
246 0.262525 -0.895792 -0.733523 102 102 102 1.0
247 0.563126 -0.150301 0.294521 102 102 102 1.0
248 -0.775551 -0.110220 0.589331 102 102 102 1.0
249 0.587174 -0.454910 0.137831 102 102 102 1.0
250 0.106212 0.583166 -0.328802 102 102 102 1.0
251 -0.174349 0.046092 0.028273 102 102 102 1.0
252 -0.282565 -0.903808 -0.737025 102 102 102 1.0
253 -0.779559 0.054108 0.604785 102 102 102 1.0
254 -0.474950 -0.370741 0.088128 102 102 102 1.0
255 0.787575 -0.350701 0.497283 102 102 102 1.0
256 0.062124 -0.923848 -0.849635 102 102 102 1.0
257 -0.519038 -0.238477 0.212529 102 102 102 1.0
258 0.426854 -0.282565 0.102361 102 102 102 1.0
259 -0.398798 0.342685 0.041606 102 102 102 1.0
260 0.022044 0.474950 -0.225091 102 102 102 1.0
261 -0.210421 0.366733 -0.090217 102 102 102 1.0
262 0.386774 -0.006012 0.149558 102 102 102 1.0
263 -0.723447 0.931864 -0.344995 102 102 102 1.0
264 -0.839679 0.406814 0.539564 102 102 102 1.0
265 0.426854 -0.398798 0.023165 102 102 102 1.0
266 0.675351 -0.470942 0.234312 102 102 102 1.0
267 -0.611222 0.515030 0.108337 102 102 102 1.0
268 0.150301 -0.711423 -0.483532 102 102 102 1.0
269 0.787575 0.571142 0.294071 102 102 102 1.0
270 -0.026052 0.170341 -0.028337 102 102 102 1.0
271 -0.555110 0.090180 0.300015 102 102 102 1.0
272 0.779559 -0.959920 -0.313734 102 102 102 1.0
273 0.631263 0.254509 0.333718 102 102 102 1.0
274 0.394790 0.547094 -0.143453 102 102 102 1.0
275 -0.170341 0.699399 -0.460143 102 102 102 1.0
276 -0.679359 -0.947896 -0.436978 102 102 102 1.0
277 -0.346693 0.607214 -0.248513 102 102 102 1.0
278 -0.611222 -0.026052 0.372914 102 102 102 1.0
279 0.735471 0.074148 0.535420 102 102 102 1.0
280 0.374750 -0.603206 -0.223421 102 102 102 1.0
281 0.410822 0.134269 0.150746 102 102 102 1.0
282 -0.430862 -0.667335 -0.259694 102 102 102 1.0
283 -0.643287 0.346693 0.293621 102 102 102 1.0
284 0.018036 0.054108 -0.002602 102 102 102 1.0
285 0.927856 0.318637 0.759386 102 102 102 1.0
286 0.114228 0.406814 -0.152449 102 102 102 1.0
287 -0.559118 -0.895792 -0.489829 102 102 102 1.0
288 0.883768 -0.438878 0.588431 102 102 102 1.0
289 -0.655311 0.306613 0.335420 102 102 102 1.0
290 0.807615 0.490982 0.411179 102 102 102 1.0
291 -0.314629 0.951904 -0.807129 102 102 102 1.0
292 0.066132 -0.503006 -0.248642 102 102 102 1.0
293 -0.995992 0.478958 0.762599 102 102 102 1.0
294 0.943888 -0.511022 0.629781 102 102 102 1.0
295 0.739479 0.010020 0.546729 102 102 102 1.0
296 -0.727455 0.983968 -0.439002 102 102 102 1.0
297 -0.178357 0.851703 -0.693588 102 102 102 1.0
298 0.110220 -0.298597 -0.077012 102 102 102 1.0
299 0.102204 0.390782 -0.142264 102 102 102 1.0
300 0.106212 -0.190381 -0.024964 102 102 102 1.0
301 -0.827655 -0.619238 0.301557 102 102 102 1.0
302 0.458918 -0.430862 0.024964 102 102 102 1.0
303 -0.078156 0.907816 -0.818021 102 102 102 1.0
304 -0.603206 -0.911824 -0.467564 102 102 102 1.0
305 -0.611222 -0.963928 -0.555564 102 102 102 1.0
306 0.551102 0.294589 0.216931 102 102 102 1.0
307 -0.366733 -0.466934 -0.083534 102 102 102 1.0
308 -0.110220 0.799599 -0.627210 102 102 102 1.0
309 0.182365 0.138277 0.014136 102 102 102 1.0
310 0.258517 0.406814 -0.098666 102 102 102 1.0
311 0.330661 -0.695391 -0.374231 102 102 102 1.0
312 -0.318637 0.683367 -0.365460 102 102 102 1.0
313 0.859719 -0.414830 0.567034 102 102 102 1.0
314 0.631263 -0.963928 -0.530665 102 102 102 1.0
315 -0.615230 0.571142 0.052305 102 102 102 1.0
316 0.943888 0.515030 0.625668 102 102 102 1.0
317 -0.983968 0.795591 0.335228 102 102 102 1.0
318 0.919840 0.286573 0.763981 102 102 102 1.0
319 -0.947896 0.995992 -0.093494 102 102 102 1.0
320 -0.559118 -0.494990 0.067598 102 102 102 1.0
321 0.799599 -0.198397 0.599998 102 102 102 1.0
322 0.955912 0.511022 0.652624 102 102 102 1.0
323 -0.795591 -0.254509 0.568191 102 102 102 1.0
324 -0.827655 -0.430862 0.499371 102 102 102 1.0
325 -0.046092 0.551102 -0.301589 102 102 102 1.0
326 -0.647295 0.142285 0.398745 102 102 102 1.0
327 0.635271 -0.867735 -0.349396 102 102 102 1.0
328 -0.915832 -0.098196 0.829105 102 102 102 1.0
329 0.482966 0.683367 -0.233734 102 102 102 1.0
330 0.086172 0.587174 -0.337348 102 102 102 1.0
331 -0.398798 -0.010020 0.158939 102 102 102 1.0
332 -0.535070 0.599198 -0.072739 102 102 102 1.0
333 -0.847695 0.406814 0.553090 102 102 102 1.0
334 -0.490982 -0.575150 -0.089735 102 102 102 1.0
335 -0.222445 -0.879759 -0.724495 102 102 102 1.0
336 0.547094 0.511022 0.038169 102 102 102 1.0
337 -0.178357 0.102204 0.021365 102 102 102 1.0
338 0.162325 -0.587174 -0.318424 102 102 102 1.0
339 0.967936 -0.454910 0.729957 102 102 102 1.0
340 0.182365 -0.791583 -0.593347 102 102 102 1.0
341 0.114228 -0.675351 -0.443050 102 102 102 1.0
342 0.346693 0.082164 0.113445 102 102 102 1.0
343 0.470942 -0.274549 0.146409 102 102 102 1.0
344 0.370741 0.130261 0.120481 102 102 102 1.0
345 -0.667335 0.070140 0.440416 102 102 102 1.0
346 0.242485 -0.202405 0.017831 102 102 102 1.0
347 -0.935872 -0.747495 0.317107 102 102 102 1.0
348 -0.787575 0.350701 0.497283 102 102 102 1.0
349 0.599198 0.194389 0.321252 102 102 102 1.0
350 0.983968 0.627254 0.574745 102 102 102 1.0
351 0.803607 0.811623 -0.012948 102 102 102 1.0
352 -0.755511 0.410822 0.402022 102 102 102 1.0
353 0.150301 0.182365 -0.010667 102 102 102 1.0
354 -0.831663 0.651303 0.267469 102 102 102 1.0
355 0.478958 0.262525 0.160481 102 102 102 1.0
356 -0.166333 0.907816 -0.796463 102 102 102 1.0
357 0.695391 0.967936 -0.453332 102 102 102 1.0
358 0.991984 -0.679359 0.522504 102 102 102 1.0
359 0.430862 -0.799599 -0.453717 102 102 102 1.0
360 -0.735471 -0.691383 0.062907 102 102 102 1.0
361 -0.943888 -0.639279 0.482247 102 102 102 1.0
362 -0.142285 0.194389 -0.017542 102 102 102 1.0
363 -0.402806 -0.831663 -0.529412 102 102 102 1.0
364 -0.338677 0.214429 0.068723 102 102 102 1.0
365 0.615230 0.266533 0.307469 102 102 102 1.0
366 -0.899800 -0.867735 0.056674 102 102 102 1.0
367 0.695391 0.082164 0.476817 102 102 102 1.0
368 0.527054 0.883768 -0.503259 102 102 102 1.0
369 -0.394790 0.254509 0.091084 102 102 102 1.0
370 -1.000000 0.667335 0.554664 102 102 102 1.0
371 -0.871744 0.042084 0.758166 102 102 102 1.0
372 -0.306613 0.683367 -0.372978 102 102 102 1.0
373 0.895792 0.398798 0.643403 102 102 102 1.0
374 0.815631 0.803607 0.019470 102 102 102 1.0
375 -0.871744 -0.715431 0.248095 102 102 102 1.0
376 -0.695391 0.627254 0.090120 102 102 102 1.0
377 0.162325 0.206413 -0.016257 102 102 102 1.0
378 0.190381 -0.290581 -0.048193 102 102 102 1.0
379 0.883768 -0.883768 -0.000000 102 102 102 1.0
380 0.390782 -0.775551 -0.448769 102 102 102 1.0
381 -0.819639 -0.971944 -0.272866 102 102 102 1.0
382 -0.839679 0.018036 0.704736 102 102 102 1.0
383 -0.923848 0.206413 0.810888 102 102 102 1.0
384 0.979960 0.927856 0.099405 102 102 102 1.0
385 -0.735471 0.322645 0.436818 102 102 102 1.0
386 -0.042084 -0.330661 -0.107566 102 102 102 1.0
387 -0.515030 -0.963928 -0.663901 102 102 102 1.0
388 0.026052 -0.154309 -0.023132 102 102 102 1.0
389 0.767535 -0.631263 0.190618 102 102 102 1.0
390 -0.887776 0.250501 0.725395 102 102 102 1.0
391 -0.963928 0.775551 0.327677 102 102 102 1.0
392 0.150301 0.571142 -0.303613 102 102 102 1.0
393 -0.122244 0.266533 -0.056096 102 102 102 1.0
394 0.218437 -0.494990 -0.197300 102 102 102 1.0
395 -0.070140 0.695391 -0.478649 102 102 102 1.0
396 0.647295 0.507014 0.161927 102 102 102 1.0
397 -0.014028 0.731463 -0.534841 102 102 102 1.0
398 0.539078 -0.835671 -0.407741 102 102 102 1.0
399 0.050100 0.414830 -0.169574 102 102 102 1.0
400 0.659319 0.086172 0.427275 102 102 102 1.0
401 0.410822 0.531062 -0.113253 102 102 102 1.0
402 -0.450902 0.831663 -0.488351 102 102 102 1.0
403 -0.847695 -0.170341 0.689571 102 102 102 1.0
404 0.571142 0.050100 0.323693 102 102 102 1.0
405 0.478958 0.803607 -0.416384 102 102 102 1.0
406 -0.190381 -0.070140 0.031325 102 102 102 1.0
407 -0.771543 0.643287 0.181461 102 102 102 1.0
408 -0.150301 0.783567 -0.591387 102 102 102 1.0
409 0.671343 0.394790 0.294842 102 102 102 1.0
410 -0.046092 0.503006 -0.250891 102 102 102 1.0
411 -0.130261 -0.106212 0.005687 102 102 102 1.0
412 0.711423 -0.146293 0.484721 102 102 102 1.0
413 0.430862 0.134269 0.167614 102 102 102 1.0
414 0.595190 -0.326653 0.247549 102 102 102 1.0
415 0.927856 0.723447 0.337541 102 102 102 1.0
416 -0.731463 -0.955912 -0.378729 102 102 102 1.0
417 0.074148 0.330661 -0.103839 102 102 102 1.0
418 -0.699399 -0.006012 0.489123 102 102 102 1.0
419 -0.434870 0.819639 -0.482697 102 102 102 1.0
420 -0.971944 0.659319 0.509974 102 102 102 1.0
421 0.923848 -0.450902 0.650182 102 102 102 1.0
422 0.955912 0.190381 0.877523 102 102 102 1.0
423 0.871744 0.298597 0.670776 102 102 102 1.0
424 -0.266533 -0.062124 0.067180 102 102 102 1.0
425 0.262525 0.282565 -0.010924 102 102 102 1.0
426 0.350701 -0.643287 -0.290826 102 102 102 1.0
427 -0.787575 0.254509 0.555500 102 102 102 1.0
428 -0.290581 -0.230461 0.031325 102 102 102 1.0
429 -0.086172 -0.406814 -0.158072 102 102 102 1.0
430 0.070140 -0.138277 -0.014201 102 102 102 1.0
431 0.286573 0.719439 -0.435468 102 102 102 1.0
432 -0.587174 0.394790 0.188915 102 102 102 1.0
433 -0.242485 0.422846 -0.120000 102 102 102 1.0
434 -0.911824 0.575150 0.500624 102 102 102 1.0
435 0.907816 0.675351 0.368031 102 102 102 1.0
436 0.899800 -0.474950 0.584062 102 102 102 1.0
437 0.535070 0.939880 -0.597074 102 102 102 1.0
438 -0.839679 0.242485 0.646262 102 102 102 1.0
439 0.719439 -0.126253 0.501653 102 102 102 1.0
440 -0.699399 -0.595190 0.134907 102 102 102 1.0
441 0.727455 -0.751503 -0.035566 102 102 102 1.0
442 1.000000 -0.098196 0.990357 102 102 102 1.0
443 -0.086172 -0.951904 -0.898695 102 102 102 1.0
444 -0.422846 0.370741 0.041349 102 102 102 1.0
445 -0.715431 0.070140 0.506922 102 102 102 1.0
446 -0.783567 -0.807615 -0.038265 102 102 102 1.0
447 -0.911824 -0.975952 -0.121060 102 102 102 1.0
448 0.014028 0.138277 -0.018924 102 102 102 1.0
449 0.587174 0.723447 -0.178602 102 102 102 1.0
450 0.711423 -0.042084 0.504351 102 102 102 1.0
451 0.058116 -0.194389 -0.034410 102 102 102 1.0
452 0.038076 -0.527054 -0.276336 102 102 102 1.0
453 0.094188 0.342685 -0.108562 102 102 102 1.0
454 0.106212 0.879759 -0.762696 102 102 102 1.0
455 -0.182365 0.022044 0.032771 102 102 102 1.0
456 -0.050100 0.058116 -0.000867 102 102 102 1.0
457 -0.979960 -0.831663 0.268658 102 102 102 1.0
458 -0.895792 -0.991984 -0.181590 102 102 102 1.0
459 -0.158317 0.262525 -0.043855 102 102 102 1.0
460 -0.022044 -0.262525 -0.068433 102 102 102 1.0
461 -0.703407 0.635271 0.091212 102 102 102 1.0
462 -0.166333 0.030060 0.026763 102 102 102 1.0
463 -0.879759 0.759519 0.197108 102 102 102 1.0
464 0.214429 -0.026052 0.045301 102 102 102 1.0
465 -0.867735 0.967936 -0.183935 102 102 102 1.0
466 -0.242485 -0.194389 0.021012 102 102 102 1.0
467 -0.490982 0.070140 0.236144 102 102 102 1.0
468 -0.799599 -0.046092 0.637234 102 102 102 1.0
469 0.414830 -0.238477 0.115212 102 102 102 1.0
470 -0.206413 0.631263 -0.355886 102 102 102 1.0
471 0.474950 0.150301 0.202987 102 102 102 1.0
472 -0.206413 0.855711 -0.689636 102 102 102 1.0
473 -0.294589 -0.098196 0.077140 102 102 102 1.0
474 0.927856 -0.975952 -0.091566 102 102 102 1.0
475 0.402806 -0.607214 -0.206457 102 102 102 1.0
476 -0.771543 -0.683367 0.128289 102 102 102 1.0
477 -0.611222 -0.559118 0.060980 102 102 102 1.0
478 -0.979960 0.094188 0.951450 102 102 102 1.0
479 -0.090180 -0.935872 -0.867723 102 102 102 1.0
480 0.210421 0.166333 0.016610 102 102 102 1.0
481 0.767535 -0.587174 0.244336 102 102 102 1.0
482 0.975952 -0.727455 0.423291 102 102 102 1.0
483 0.386774 0.450902 -0.053719 102 102 102 1.0
484 -0.190381 0.787575 -0.584030 102 102 102 1.0
485 -0.378758 0.583166 -0.196626 102 102 102 1.0
486 0.699399 -0.583166 0.149076 102 102 102 1.0
487 -0.839679 -0.815631 0.039807 102 102 102 1.0
488 0.122244 -0.198397 -0.024418 102 102 102 1.0
