# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
25 0.60802747 -0.79307422 0.02223806 -0.02900598 -0.00000000 0.00000000 6.00000000 25 view_025.jpg

26 0.10432921 0.30947047 0.30194050 0.89564244 -0.00000022 0.00000017 6.00000000 26 view_026.jpg

27 0.02681975 0.89786958 -0.01312052 -0.43924796 -0.00000000 -0.00000002 6.00000000 27 view_027.jpg

28 0.17148307 -0.39597352 0.35849915 -0.82781452 -0.00000000 0.00000024 6.00000000 28 view_028.jpg

29 0.22099114 0.30920745 -0.53783042 -0.75252383 -0.00000000 0.00000000 6.00000000 29 view_029.jpg

30 0.37453814 -0.81971172 -0.18009582 0.39415653 -0.00000000 0.00000000 6.00000000 30 view_030.jpg

31 0.00840078 0.29530611 0.02716695 0.95497942 -0.00000000 0.00000002 6.00000000 31 view_031.jpg

32 0.21547664 0.77390390 -0.15973331 -0.57369664 -0.00000009 0.00000001 6.00000000 32 view_032.jpg

33 0.07962281 -0.09915167 0.62105629 -0.77338104 -0.00000002 -0.00000008 6.00000000 33 view_033.jpg

34 0.01186537 0.02775420 0.39292024 0.91907704 -0.00000002 0.00000000 6.00000000 34 view_034.jpg

35 0.13455895 -0.81766719 -0.09089158 0.55231601 -0.00000000 0.00000000 6.00000048 35 view_035.jpg

36 0.05432594 -0.21361671 0.24040786 -0.94531511 -0.00000000 0.00000016 6.00000000 36 view_036.jpg

37 0.22633809 0.52385312 -0.32570452 -0.75383390 -0.00000008 0.00000022 6.00000048 37 view_037.jpg

38 0.34973058 -0.57919167 -0.38062544 0.63035689 -0.00000000 0.00000017 6.00000048 38 view_038.jpg

39 0.01096789 0.08284106 0.13079233 0.98788179 -0.00000003 -0.00000009 5.99999857 39 view_039.jpg

40 0.04354134 0.72936353 -0.04068555 -0.68152599 -0.00000000 -0.00000004 6.00000048 40 view_040.jpg

41 0.00797140 -0.01670704 -0.43054952 0.90237711 -0.00000001 0.00000000 6.00000000 41 view_041.jpg

42 0.08492770 0.25529633 -0.30401580 -0.91388482 -0.00000000 0.00000000 6.00000000 42 view_042.jpg

43 0.19242582 -0.65123022 -0.20801516 0.70398948 -0.00000004 -0.00000030 6.00000000 43 view_043.jpg

44 0.00106773 -0.00986402 0.10761096 -0.99414357 -0.00000000 0.00000008 6.00000000 44 view_044.jpg

45 0.08955257 0.54960501 -0.13357807 -0.81979971 -0.00000000 0.00000000 6.00000000 45 view_045.jpg

46 0.14321393 -0.33965567 -0.36116159 0.85655479 -0.00000000 0.00000000 6.00000000 46 view_046.jpg

47 0.01807756 0.17982328 -0.09837831 -0.97860027 -0.00000000 0.00000009 6.00000048 47 view_047.jpg

48 0.05511859 -0.55910412 -0.08116129 0.82327235 -0.00000017 0.00000001 6.00000000 48 view_048.jpg

49 0.04328171 -0.21475641 -0.19276698 0.95647649 -0.00000000 0.00000000 6.00000000 49 view_049.jpg

50 0.00171863 0.37233136 -0.00428393 -0.92808839 0.00000025 0.00000000 6.00000000 50 view_050.jpg

